sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,url_key,meta_title,meta_keywords,base_image,small_image,thumbnail_image,display_product_options_in,gift_message_available,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
Product-83,Default,simple,Tech Affair/Sale,base,Product 83,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 83,product 83,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-84,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 84,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 84,product 84,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-85,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 85,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 85,product 85,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-86,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 86,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 86,product 86,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-87,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 87,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 87,product 87,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-88,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 88,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 88,product 88,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-89,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 89,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 89,product 89,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-90,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 90,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 90,product 90,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-91,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 91,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 91,product 91,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-92,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 92,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 92,product 92,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-93,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 93,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 93,product 93,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-94,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 94,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 94,product 94,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-95,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 95,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 95,product 95,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-96,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 96,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 96,product 96,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-97,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 97,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 97,product 97,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-98,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 98,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 98,product 98,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-99,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 99,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 99,product 99,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-100,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 100,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 100,product 100,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-101,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 101,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 101,product 101,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-102,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 102,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 102,product 102,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-103,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 103,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 103,product 103,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-104,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 104,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 104,product 104,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-105,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 105,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 105,product 105,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-106,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 106,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 106,product 106,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-107,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 107,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 107,product 107,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-108,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 108,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 108,product 108,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-109,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 109,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 109,product 109,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-110,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 110,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 110,product 110,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-111,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 111,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 111,product 111,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-112,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 112,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 112,product 112,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-113,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 113,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 113,product 113,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-114,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 114,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 114,product 114,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-115,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 115,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 115,product 115,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-116,Default,simple,Tech Affair/Gadgets,base,Product 116,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 116,product 116,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-117,Default,simple,Tech Affair/Gadgets,base,Product 117,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 117,product 117,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-118,Default,simple,Tech Affair/Gadgets,base,Product 118,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 118,product 118,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-119,Default,simple,Tech Affair/Gadgets,base,Product 119,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 119,product 119,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-120,Default,simple,Tech Affair/Gadgets,base,Product 120,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 120,product 120,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-121,Default,simple,Tech Affair/Gadgets,base,Product 121,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 121,product 121,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-122,Default,simple,Tech Affair/Gadgets,base,Product 122,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 122,product 122,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
